env_id,control_effort,timeToGoal,stayedInGoal,precisionOnGoal
272,0.0,NaN,0.0,0.5902021527290344
273,0.0,NaN,0.0,0.6673054695129395
274,0.0,NaN,0.0,0.9396942257881165
275,0.0,NaN,0.0,1.288821816444397
276,0.0,NaN,0.0,1.6668888330459595
277,0.0,NaN,0.0,2.0576579570770264
278,0.0,NaN,0.0,2.4546217918395996
279,0.0,NaN,0.0,2.8546061515808105
280,0.0,NaN,0.0,3.0274884700775146
281,0.0,NaN,0.0,2.6268327236175537
282,0.0,NaN,0.0,2.2282776832580566
283,0.0,NaN,0.0,1.83430814743042
284,0.0,NaN,0.0,1.4495848417282104
285,0.0,NaN,0.0,1.0847961902618408
286,0.0,NaN,0.0,0.7695788145065308
287,0.0,NaN,0.0,0.5902021527290344
288,0.0,NaN,0.0,0.9310665726661682
289,0.0,NaN,0.0,0.9396941065788269
